ProductID,ProductName,ProductBrand,Price,Quantity
1073,Sk8-Hi Pro 5,Vans,8499.00,0
1074,Air Force 1 Pro 5,Nike,16999.00,0
1075,Gazelle Pro 5,Adidas,13999.00,0
1076,Era Pro 6,Vans,7999.00,0
1077,Presto Fly 7,Nike,14999.00,0
1078,Superstar Bold 6,Adidas,15999.00,0
1079,Old Skool Lite 7,Vans,6999.00,0
1080,Air Zoom Structure 6,Nike,17999.00,0
1081,Stan Smith Bold 6,Adidas,13999.00,0
1082,Sk8-Hi Pro 6,Vans,8999.00,0
1083,Air Force 1 Pro 6,Nike,17999.00,0
1084,Gazelle Pro 6,Adidas,14999.00,0
1085,Era Pro 7,Vans,8499.00,0
1086,Presto Fly 8,Nike,15999.00,0
1087,Free 7,Nike,14999.00,0
1088,Rival 7,Adidas,13999.00,0
1089,Sk8-Hi Pro 7,Vans,9299.00,0
1090,Air Zoom Pegasus 5,Nike,17999.00,0
1091,Stan Smith Pro 5,Adidas,14999.00,0
1092,Old Skool Lite 8,Vans,7499.00,0
1093,Air Force 1 Pro 7,Nike,18999.00,0
1094,Gazelle Pro 7,Adidas,15999.00,0
1095,Era Pro 8,Vans,8999.00,0
1096,Presto Fly 9,Nike,16999.00,0
1097,Superstar Pro 5,Adidas,16999.00,0
1098,Sk8-Hi Pro 8,Vans,9599.00,0
1099,Air Zoom Structure 7,Nike,18999.00,0
1100,Stan Smith Pro 6,Adidas,15999.00,0
1101,Old Skool Lite 9,Vans,7999.00,0
1102,Air Force 1 Pro 8,Nike,19999.00,0
1103,Gazelle Pro 8,Adidas,16999.00,0
1104,Air Max 90,Nike,8999.00,0
1105,Ultraboost 21,Adidas,11999.00,0
1106,Classic Slip-On,Vans,3499.00,0
1107,Chuck Taylor All Star,Converse,2999.00,0
1108,Old Skool,Vans,4599.00,0
1109,Gel-Kayano 28,ASICS,9999.00,0
1110,Fresh Foam 1080,New Balance,10499.00,0
1111,Air Force 1,Nike,7999.00,0
1112,Yeezy Boost 350,Adidas,17999.00,0
1113,Ignite Flash,Puma,3999.00,0
1114,ZoomX Vaporfly,Nike,18999.00,0
1115,Cloud X,On Running,11299.00,0
1116,Adilette Slides,Adidas,1999.00,0
1117,React Infinity Run,Nike,12499.00,0
1118,RS-X3 Puzzle,Puma,6799.00,0
1119,997H,New Balance,5999.00,0
1120,Classic Leather,Reebok,4999.00,0
1121,Legend Essential,Nike,3799.00,0
1122,Superstar,Adidas,7499.00,0
1123,Bamba,Decathlon,1299.00,0
1124,Club C Revenge,Reebok,5899.00,0
1125,Phantom GX,Nike,9999.00,0
1126,Floatride Energy,Reebok,6599.00,0
1127,Speedcross 5,Salomon,9999.00,0
1128,Skibidy toilet,toilet,7799.00,10
1129,skibtyi toilet 2,toilet,664400,100
1130,dfdsf,,5500,4
